Post code,Special code,Submunicipality code,Région code,Province code,Arrondissement code,Municipality code,Sub-municipality name (French),Sub-municipality name (Dutch),Sub-municipality name (German),Région name (German),Région name (Dutch),Région name (French),Province name (German),Province name (Dutch),Province name (French),Arrondissement name (German),Arrondissement name (Dutch),Arrondissement name (French),Municipality name (German),Municipality name (Dutch),Municipality name (French)
6150,0,56001A,3000,50000,56000,56001,Anderlues,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Thuin,,,Anderlues
7610,0,57072A,3000,50000,57000,57072,Rumes,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Rumes
7522,0,57081R-II,3000,50000,57000,57081,Hertain,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Tournai
7370,0,53020A,3000,50000,53000,53020,Dour,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Dour
7602,0,57064H,3000,50000,57000,57064,Bury,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Péruwelz
6010,0,52011F,3000,50000,52000,52011,Couillet,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Charleroi
7321,0,51009C,3000,50000,51000,51009,Blaton,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Bernissart
7906,0,57094J,3000,50000,57000,57094,Gallaix,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Leuze-en-Hainaut
7608,0,57064B,3000,50000,57000,57064,Wiers,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Péruwelz
1315,0,25043A,3000,20002,25000,25043,Incourt,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Incourt
1473,0,25031F,3000,20002,25000,25031,Glabais,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Genappe
2280,0,13010A,2000,10000,13000,13010,,Grobbendonk,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Grobbendonk,
2040,0,11002-Y,2000,10000,11000,11002,,Berendrecht-Zandvliet-Lillo,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Antwerpen,
4287,0,64047A,3000,60000,64000,64047,Lincent,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Waremme,,,Lincent
4620,0,62038A,3000,60000,62000,62038,Fléron,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Fléron
4217,0,61028A,3000,60000,61000,61028,Héron,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Huy,,,Héron
5372,0,91064D,3000,90000,91000,91064,Méan,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Havelange
5354,0,92097E,3000,90000,92000,92097,Jallet,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Ohey
5021,0,92094P-II,3000,90000,92000,92094,Boninne,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Namur
3790,0,73109F,2000,70000,73000,73109,,Moelingen,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Voeren,Fourons
3900,0,72029A,2000,70000,72000,72043,,Overpelt,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Maaseik,,,Pelt,
8433,0,35011G,2000,30000,35000,35011,,Slijpe,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Oostende,,,Middelkerke,
8583,0,34003E,2000,30000,34000,34003,,Bossuit,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Kortrijk,Courtrai,,Avelgem,
8810,0,36011A,2000,30000,36000,36011,,Lichtervelde,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Roeselare,,,Lichtervelde,
8870,0,36008A-I,2000,30000,36000,36008,,Izegem,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Roeselare,,,Izegem,
6673,0,82037D,3000,80000,82000,82037,Cherain,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Gouvy
6681,0,82038C,3000,80000,82000,82038,Lavacherie,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Sainte-Ode
6690,0,82032B,3000,80000,82000,82032,Petit-Thier,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Vielsalm
6792,0,81004C,3000,80000,81000,81004,Halanzy,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Arlon,,,Aubange
6833,0,84010H,3000,80000,84000,84010,Ucimont,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Neufchâteau,,,Bouillon
1770,0,23044A,2000,20001,23000,23044,,Liedekerke,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Liedekerke,
3473,0,24054E,2000,20001,24000,24054,,Waanrode,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Kortenaken,
3020,0,24038B,2000,20001,24000,24038,,Winksele,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Herent,
1981,0,23096B,2000,20001,23000,23096,,Hofstade,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Zemst,
5003,0,92094M,3000,90000,92000,92094,Saint-Marc,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Namur
5340,0,92054A,3000,90000,92000,92054,Gesves,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Gesves
6661,0,82014F,3000,80000,82000,82014,Mont,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Houffalize
1701,0,23016D,2000,20001,23000,23016,,Itterbeek,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Dilbeek,
9310,0,41002E,2000,40000,41000,41002,,Moorsel,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Aalst,,,Aalst,
9042,0,44021D-I,2000,40000,44000,44021,,Sint-Kruis-Winkel,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Gent,
9520,0,41063D,2000,40000,41000,41063,,Vlierzele,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Aalst,,,Sint-Lievens-Houtem,
9552,0,41027C,2000,40000,41000,41027,,Borsbeke,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Aalst,,,Herzele,
4728,0,63040C,3000,60000,63000,63040,,,Hergenrath,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,Kelmis,,La Calamine
4520,0,61072C,3000,60000,61000,61072,Moha,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Huy,,,Wanze
4987,0,63075A,3000,60000,63000,63075,Stoumont,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,,,Stoumont
4557,0,61081A,3000,60000,61000,61081,Soheit-Tinlot,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Huy,,,Tinlot
7130,0,56011G,3000,50000,58000,58002,Bray,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,La Louvière,,,Binche
7503,0,57081U,3000,50000,57000,57081,Froyennes,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Tournai
7622,0,57093J,3000,50000,57000,57093,Laplaigne,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Brunehaut
7603,0,57064K,3000,50000,57000,57064,Bon-Secours,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Péruwelz
7041,0,53084D,3000,50000,53000,53084,Givry,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Quévy
1170,0,21017A,1000,,21000,21017,Watermael-Boitsfort,Watermaal-Bosvoorde,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Watermaal-Bosvoorde,Watermael-Boitsfort
1332,0,25091B,3000,20002,25000,25091,Genval,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Rixensart
1435,0,25068A,3000,20002,25000,25068,Mont-Saint-Guibert,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Mont-Saint-Guibert
1471,0,25031C,3000,20002,25000,25031,Loupoigne,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Genappe
1480,0,25105A,3000,20002,25000,25105,Tubize,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Tubize
2300,0,13040A,2000,10000,13000,13040,,Turnhout,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Turnhout,
2322,0,,,,,13014,,,,,,,,,,,,,,,
2370,0,13001A,2000,10000,13000,13001,,Arendonk,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Arendonk,
2243,0,11054C,2000,10000,11000,11054,,Pulle,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Zandhoven,
2160,0,11052A,2000,10000,11000,11052,,Wommelgem,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Wommelgem,
5300,0,92003C,3000,90000,92000,92003,Bonneville,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Andenne
5544,0,91142F,3000,90000,91000,91142,Agimont,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Hastière
5004,0,92094K,3000,90000,92000,92094,Bouge,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Namur
3806,0,71053R,2000,70000,71000,71053,,Velm,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Sint-Truiden,
8530,0,34013A,2000,30000,34000,34013,,Harelbeke,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Kortrijk,Courtrai,,Harelbeke,
8900,0,33011A,2000,30000,33000,33011,,Ieper,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Ieper,Ypres,,Ieper,
8930,0,34027A,2000,30000,34000,34027,,Menen,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Kortrijk,Courtrai,,Menen,
6680,0,82038A,3000,80000,82000,82038,Tillet,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Sainte-Ode
6704,0,81001E,3000,80000,81000,81001,Guirsch,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Arlon,,,Arlon
6740,0,85009A,3000,80000,85000,85009,Étalle,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Virton,,,Étalle
3400,0,24059D,2000,20001,24000,24059,,Neerwinden,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Landen,
1800,0,23088A,2000,20001,23000,23088,,Vilvoorde,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Vilvoorde,
1840,0,23045A,2000,20001,23000,23045,,Londerzeel,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Londerzeel,
6642,,,,,,82036,,,,,,,,,,,,,,,
