Post code,Special code,Submunicipality code,Région code,Province code,Arrondissement code,Municipality code,Sub-municipality name (French),Sub-municipality name (Dutch),Sub-municipality name (German),Région name (German),Région name (Dutch),Région name (French),Province name (German),Province name (Dutch),Province name (French),Arrondissement name (German),Arrondissement name (Dutch),Arrondissement name (French),Municipality name (German),Municipality name (Dutch),Municipality name (French)
4784,0,63067E,3000,60000,63000,63067,,,Crombach,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,Sankt Vith,,Saint-Vith
4920,0,62009A,3000,60000,62000,62009,Aywaille,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Aywaille
4042,0,62051C,3000,60000,62000,62051,Liers,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Herstal
7320,0,51009A-I,3000,50000,51000,51009,Bernissart,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Bernissart
7830,0,55039A,3000,50000,51000,51068,Silly,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Silly
7641,0,57003E,3000,50000,57000,57003,Bruyelle,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Antoing
1040,0,21004-Z,1000,,21000,21004,Bruxelles,Brussel,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Brussel,Bruxelles
1342,0,25121C,3000,20002,25000,25121,Limelette,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Ottignies-Louvain-la-Neuve
1472,0,25031E,3000,20002,25000,25031,Vieux-Genappe,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Genappe
2200,0,13011A,2000,10000,13000,13011,,Herentals,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Herentals,
2900,0,11040A,2000,10000,11000,11040,,Schoten,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Schoten,
2240,0,11054A,2000,10000,11000,11054,,Zandhoven,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Zandhoven,
2940,0,11044A,2000,10000,11000,11044,,Stabroek,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Stabroek,
5523,0,91103F,3000,90000,91000,91103,Sommière,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Onhaye
3800,0,71053J,2000,70000,71000,71053,,Brustem,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Sint-Truiden,
3941,0,72038B,2000,70000,72000,72038,,Eksel,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Maaseik,,,Hechtel-Eksel,
8554,0,34042E,2000,30000,34000,34042,,Sint-Denijs,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Kortrijk,Courtrai,,Zwevegem,
8904,0,33011D,2000,30000,33000,33011,,Boezinge,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Ieper,Ypres,,Ieper,
8954,0,33039G,2000,30000,33000,33039,,Westouter,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Ieper,Ypres,,Heuvelland,
8956,0,33039A,2000,30000,33000,33039,,Kemmel,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Ieper,Ypres,,Heuvelland,
8970,0,33021A,2000,30000,33000,33021,,Poperinge,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Ieper,Ypres,,Poperinge,
6900,0,83034B,3000,80000,83000,83034,Waha,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Marche-en-Famenne,,,Marche-en-Famenne
3200,0,24001A,2000,20001,24000,24001,,Aarschot,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Aarschot,
1674,0,23064D,2000,20001,23000,23064,,Bellingen,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Pepingen,
3054,0,24086B,2000,20001,24000,24086,,Vaalbeek,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Oud-Heverlee,
3010,0,24062C,2000,20001,24000,24062,,Kessel-Lo,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Leuven,
3053,0,24086D,2000,20001,24000,24086,,Haasrode,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Oud-Heverlee,
1105,1,21004-Z,1000,,21000,21004,Bruxelles,Brussel,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Brussel,Bruxelles
1050,0,21009A,1000,,21000,21009,Ixelles,Elsene,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Elsene,Ixelles
2320,0,13014A,2000,10000,13000,13014,,Hoogstraten,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Hoogstraten,
2321,0,13014C,2000,10000,13000,13014,,Meer,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Hoogstraten,
2531,0,11004B,2000,10000,11000,11004,,Vremde,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Boechout,
9200,0,42006A,2000,40000,42000,42006,,Dendermonde,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Dendermonde,,,Dendermonde,
9991,0,43010C,2000,40000,43000,43010,,Adegem,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Eeklo,,,Maldegem,
9180,0,44045A,2000,40000,44000,44045,,Moerbeke,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Moerbeke,
9980,0,43014A,2000,40000,43000,43014,,Sint-Laureins,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Eeklo,,,Sint-Laureins,
9881,0,44001B,2000,40000,44000,44084,,Bellem,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Aalter,
9571,0,45063B,2000,40000,45000,45063,,Hemelveerdegem,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Oudenaarde,Audenarde,,Lierde,
4163,0,61079C,3000,60000,61000,61079,Tavier,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Huy,,,Anthisnes
4990,0,63045A,3000,60000,63000,63045,Lierneux,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,,,Lierneux
4450,0,62060D,3000,60000,62000,62060,Villers-Saint-Siméon,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Juprelle
4970,0,63073A,3000,60000,63000,63073,Stavelot,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,,,Stavelot
4053,0,62022C,3000,60000,62000,62022,Embourg,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Chaudfontaine
4681,0,62079C,3000,60000,62000,62079,Hermalle-sous-Argenteau,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Oupeye
7512,1,57081V-I,3000,50000,57000,57081,Kain,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Tournai
7620,0,57093G,3000,50000,57000,57093,Jollain-Merlin,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Brunehaut
6142,0,52022C,3000,50000,52000,52022,Leernes,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Fontaine-l'Évêque
7862,0,55023F,3000,50000,51000,51069,Ogy,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Lessines
7300,0,53014A,3000,50000,53000,53014,Boussu,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Boussu
5333,0,92006F,3000,90000,92000,92006,Sorinne-la-Longue,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Assesse
3650,0,72041A,2000,70000,72000,72041,,Dilsen,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Maaseik,,,Dilsen-Stokkem,
3665,0,71002A,2000,70000,71000,71002,,As,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,As,
3720,0,73040A,2000,70000,73000,73040,,Kortessem,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Kortessem,
3970,0,71034A,2000,70000,71000,71034,,Leopoldsburg,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Leopoldsburg,
8770,0,36007A,2000,30000,36000,36007,,Ingelmunster,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Roeselare,,,Ingelmunster,
6640,0,82036B,3000,80000,82000,82036,Nives,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Vaux-sur-Sûre
6660,0,82014C,3000,80000,82000,82014,Nadrin,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Houffalize
6687,0,82005A,3000,80000,82000,82005,Bertogne,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Bertogne
6717,0,81003A,3000,80000,81000,81003,Attert,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Arlon,,,Attert
6761,0,85045C,3000,80000,85000,85045,Latour,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Virton,,,Virton
6950,0,83040A,3000,80000,83000,83040,Nassogne,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Marche-en-Famenne,,,Nassogne
6990,0,83028A,3000,80000,83000,83028,Hotton,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Marche-en-Famenne,,,Hotton
3381,0,24137D,2000,20001,24000,24137,,Kapellen,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Glabbeek,
3052,0,24086C,2000,20001,24000,24086,,Blanden,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Oud-Heverlee,
1673,0,23064C,2000,20001,23000,23064,,Beert,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Pepingen,
1570,0,23023C,2000,20001,23000,23023,,Tollembeek,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Galmaarden,
3140,0,24048A,2000,20001,24000,24048,,Keerbergen,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Keerbergen,
9032,0,44021M,2000,40000,44000,44021,,Wondelgem,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Gent,
9630,0,45065A,2000,40000,45000,45065,,Munkzwalm,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Oudenaarde,Audenarde,,Zwalm,
9130,0,46003D,2000,40000,46000,46003,,Kieldrecht,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Sint-Niklaas,,,Beveren,
4540,0,61003A,3000,60000,61000,61003,Amay,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Huy,,,Amay
4367,0,64021A-I,3000,60000,64000,64021,Crisnée,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Waremme,,,Crisnée
4834,0,63046C,3000,60000,63000,63046,Goé,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,,,Limbourg
4602,0,62108D,3000,60000,62000,62108,Cheratte,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Visé
4020,0,62063D,3000,60000,62000,62063,Jupille-sur-Meuse,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Liège
4300,0,64074A,3000,60000,64000,64074,Waremme,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Waremme,,,Waremme
4608,0,62027F,3000,60000,62000,62027,Neufchâteau,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Dalhem
7712,0,54007C,3000,50000,57000,57096,Herseaux,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,Moeskroen,Mouscron
6032,0,52011H,3000,50000,52000,52011,Mont-sur-Marchienne,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Charleroi
1081,0,21011A,1000,,21000,21011,Koekelberg,Koekelberg,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Koekelberg,Koekelberg
1050,0,21013A,1000,,21000,21013,Saint-Gilles,Sint-Gillis,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Sint-Gillis,Saint-Gilles
2330,0,13023A,2000,10000,13000,13023,,Merksplas,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Merksplas,
2500,0,12021A,2000,10000,12000,12021,,Lier,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Mechelen,,,Lier,
8650,0,32006-Z,2000,30000,32000,32006,,Klerken,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Diksmuide,,,Houthulst,
8750,0,37018A,2000,30000,37000,37018,,Wingene,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Tielt,,,Wingene,
3294,0,24020D,2000,20001,24000,24020,,Molenstede,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Diest,
1750,0,23104B,2000,20001,23000,23104,,Sint-Martens-Lennik,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Lennik,
9472,0,41011B,2000,40000,41000,41011,,Iddergem,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Aalst,,,Denderleeuw,
9680,0,45064A,2000,40000,45000,45064,,Etikhove,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Oudenaarde,Audenarde,,Maarkedal,
9450,0,41024B,2000,40000,41000,41024,,Denderhoutem,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Aalst,,,Haaltert,
9401,0,41048G,2000,40000,41000,41048,,Pollare,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Aalst,,,Ninove,
9820,0,44043A-I,2000,40000,44000,44043,,Merelbeke,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Merelbeke,
4432,0,62003C,3000,60000,62000,62003,Alleur,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Ans
4102,0,62096C,3000,60000,62000,62096,Ougrée,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Seraing
4160,0,61079A,3000,60000,61000,61079,Anthisnes,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Huy,,,Anthisnes
4960,0,63049B,3000,60000,63000,63049,Bevercé,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,Malmedy,,Malmedy
4630,0,62099F,3000,60000,62000,62099,Évegnée-Tignée,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Soumagne
7784,0,54010D,3000,50000,57000,57097,Warneton,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,Komen-Waasten,Comines-Warneton
6240,0,52018A,3000,50000,52000,52018,Farciennes,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Farciennes
6041,0,52011P,3000,50000,52000,52011,Gosselies,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Charleroi
7750,0,57095C,3000,50000,57000,57095,Anseroeul,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Mont-de-l'Enclus
6140,0,52022A,3000,50000,52000,52022,Fontaine-l'Évêque,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Fontaine-l'Évêque
7941,0,51012E,3000,50000,51000,51012,Attre,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Brugelette
7350,0,53039B,3000,50000,53000,53039,Montrœul-sur-Haine,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Hensies
7170,0,52043A,3000,50000,55000,55086,Manage,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Zinnik,Soignies,,,Manage
7780,0,54010A,3000,50000,57000,57097,Comines,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,Komen-Waasten,Comines-Warneton
1041,1,21004-Z,1000,,21000,21004,Bruxelles,Brussel,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Brussel,Bruxelles
1046,0,21006A,1000,,21000,21006,Evere,Evere,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Evere,Evere
1402,0,25072C,3000,20002,25000,25072,Thines,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Nivelles
2323,0,13014E,2000,10000,13000,13014,,Wortel,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Hoogstraten,
2400,0,13006A,2000,10000,13000,13006,,Dessel,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Dessel,
5376,0,91064H,3000,90000,91000,91064,Miécret,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Havelange
5530,0,91141C,3000,90000,91000,91141,Durnal,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Yvoir
5573,0,91013J,3000,90000,91000,91013,Martouzin-Neuville,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Beauraing
5361,0,91059D,3000,90000,91000,91059,Scy,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Hamois
3600,0,71016-Z,2000,70000,71000,71016,,Genk,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Genk,
3700,0,73083A,2000,70000,73000,73083,,Tongeren,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Tongeren,
3990,0,72030A,2000,70000,72000,72030,,Peer,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Maaseik,,,Peer,
8000,0,31005A,2000,30000,31000,31005,,Brugge,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Brugge,,,Brugge,
8400,0,35013-Y,2000,30000,35000,35013,,Stene,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Oostende,,,Oostende,
8431,0,35011B,2000,30000,35000,35011,,Wilskerke,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Oostende,,,Middelkerke,
8572,0,34002C,2000,30000,34000,34002,,Kaster,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Kortrijk,Courtrai,,Anzegem,
8630,0,38025G,2000,30000,38000,38025,,Bulskamp,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Veurne,,,Veurne,
8670,0,38014B,2000,30000,38000,38014,,Oostduinkerke,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Veurne,,,Koksijde,
6671,0,82037A,3000,80000,82000,82037,Bovigny,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Gouvy
6810,0,85007D,3000,80000,85000,85007,Izel,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Virton,,,Chiny
6832,0,84010C,3000,80000,84000,84010,Sensenruth,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Neufchâteau,,,Bouillon
6952,0,83040E,3000,80000,83000,83040,Grune,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Marche-en-Famenne,,,Nassogne
6953,0,83040G,3000,80000,83000,83040,Forrières,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Marche-en-Famenne,,,Nassogne
1745,0,23060A,2000,20001,23000,23060,,Opwijk,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Opwijk,
4120,0,62121C,3000,60000,62000,62121,Rotheux-Rimière,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Neupré
5576,0,91013M,3000,90000,91000,91013,Froidfontaine,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Beauraing
5352,0,92097C,3000,90000,92000,92097,Perwez,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Ohey
5570,0,91013L,3000,90000,91000,91013,Honnay,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Beauraing
5644,0,92087E,3000,90000,92000,92087,Ermeton-sur-Biert,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Mettet
5522,0,91103E,3000,90000,91000,91103,Falaën,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Onhaye
3510,0,71022F,2000,70000,71000,71022,,Kermt,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Hasselt,
3512,0,71022H,2000,70000,71000,71022,,Stevoort,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Hasselt,
8434,0,35011H,2000,30000,35000,35011,,Westende,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Oostende,,,Middelkerke,
8560,0,34041C,2000,30000,34000,34041,,Moorsele,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Kortrijk,Courtrai,,Wevelgem,
8908,0,33011G,2000,30000,33000,33011,,Vlamertinge,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Ieper,Ypres,,Ieper,
8972,0,33021D,2000,30000,33000,33021,,Proven,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Ieper,Ypres,,Poperinge,
6782,0,81015C,3000,80000,81000,81015,Habergy,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Arlon,,,Messancy
6812,0,85007B,3000,80000,85000,85007,Suxy,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Virton,,,Chiny
6820,0,85011G,3000,80000,85000,85011,Muno,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Virton,,,Florenville
9932,0,44080B,2000,40000,44000,44085,,Ronsele,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Lievegem,
9968,0,43002C,2000,40000,43000,43002,,Bassevelde,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Eeklo,,,Assenede,
9636,0,45065M,2000,40000,45000,45065,,Nederzwalm-Hermelgem,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Oudenaarde,Audenarde,,Zwalm,
9041,0,44021D-IV,2000,40000,44000,44021,,Oostakker,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Gent,
4861,0,63058B,3000,60000,63000,63058,Soiron,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,,,Pepinster
4623,0,62038C,3000,60000,62000,62038,Magnée,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Fléron
4711,0,63048B,3000,60000,63000,63048,,,Walhorn,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,Lontzen,,Lontzen
4651,0,63035A,3000,60000,63000,63035,Herve,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,,,Herve
4830,0,63046A,3000,60000,63000,63046,Limbourg,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,,,Limbourg
4431,0,62003B,3000,60000,62000,62003,Loncin,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Ans
4261,0,64015C,3000,60000,64000,64015,Latinne,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Waremme,,,Braives
4600,0,62108A,3000,60000,62000,62108,Visé,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Visé
7140,0,56087A,3000,50000,58000,58004,Morlanwelz-Mariemont,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,La Louvière,,,Morlanwelz
6061,0,52011E,3000,50000,52000,52011,Montignies-sur-Sambre,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Charleroi
7730,0,57027D,3000,50000,57000,57027,Estaimbourg,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Estaimpuis
7521,0,57081C,3000,50000,57000,57081,Chercq,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Tournai
7110,0,55022H,3000,50000,58000,58001,Strépy-Bracquegnies,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,La Louvière,,,La Louvière
6567,0,56049C,3000,50000,56000,56049,Labuissière,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Thuin,,,Merbes-le-Château
7334,0,53070E,3000,50000,53000,53070,Hautrage,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Saint-Ghislain
